code_quartier_prioritaire,code_academie,nbre_eleves_ulis,effectifs_filles,effectifs_garcons
076024,70,12,67,58
076024,70,12,67,58
076024,70,14,67,58
040005,4,13,60,64
040005,4,13,60,64
040005,4,10,60,64
040005,4,13,60,64
087007,22,0,81,84
087007,22,0,81,84
087007,22,0,81,84
087007,22,0,81,84
030011,11,22,48,82
030011,11,22,48,82
030011,11,13,48,82
030011,11,13,48,82
030014,11,12,52,40
030014,11,12,52,40
030014,11,12,52,40
030014,11,12,52,40
031001,16,0,96,86
031001,16,0,96,86
031001,16,0,96,86
031001,16,0,96,86
031003,16,17,54,73
031003,16,14,54,73
031003,16,13,54,73
031003,16,9,54,73
031008,16,18,51,54
031008,16,15,51,54
031008,16,11,51,54
031008,16,16,51,54
044019,17,10,70,53
044019,17,10,70,53
044019,17,9,70,53
044019,17,9,70,53
013036,2,14,58,72
013036,2,15,58,72
013036,2,14,58,72
013036,2,15,58,72
013021,2,0,48,57
013021,2,0,48,57
013021,2,0,48,57
013021,2,0,48,57
013027,2,0,66,65
013027,2,0,66,65
013027,2,0,66,65
013027,2,0,66,65
083021,23,0,92,101
083021,23,0,92,101
083021,23,0,92,101
083021,23,0,92,101
038014,8,14,57,69
038014,8,14,57,69
038014,8,15,57,69
038014,8,13,57,69
069040,10,12,60,75
069040,10,12,60,75
069040,10,13,60,75
069040,10,13,60,75
025006,3,20,63,70
025006,3,22,63,70
025006,3,22,63,70
025006,3,21,63,70
070003,3,9,56,56
070003,3,10,56,56
070003,3,9,56,56
070003,3,11,56,56
035007,14,0,48,39
035007,14,0,48,39
035007,14,0,48,39
035007,14,0,48,39
056005,14,12,55,34
056005,14,12,55,34
056005,14,12,55,34
056005,14,12,55,34
036003,18,0,58,39
036003,18,0,58,39
036003,18,0,58,39
036003,18,0,58,39
057014,12,12,29,40
057014,12,0,29,40
057014,12,11,29,40
057014,12,12,29,40
008004,19,10,34,34
008004,19,0,34,34
008004,19,10,34,34
008004,19,0,34,34
010001,19,8,54,68
010001,19,6,54,68
010001,19,10,54,68
010001,19,9,54,68
051008,19,11,47,53
051008,19,12,47,53
051008,19,12,47,53
051008,19,11,47,53
002012,20,19,51,52
002012,20,27,51,52
002012,20,26,51,52
002012,20,21,51,52
059049,9,16,62,65
059049,9,15,62,65
059049,9,15,62,65
059049,9,12,62,65
059056,9,0,29,33
059056,9,0,29,33
059056,9,0,29,33
059056,9,0,29,33
070004,3,12,85,97
070004,3,8,85,97
070004,3,11,85,97
070004,3,10,85,97
070003,3,9,73,87
070003,3,10,73,87
070003,3,9,73,87
070003,3,11,73,87
021004,7,10,63,72
021004,7,8,63,72
021004,7,9,63,72
021004,7,6,63,72
056003,14,0,41,49
056003,14,0,41,49
056003,14,0,41,49
056003,14,0,41,49
054001,12,0,51,74
054001,12,0,51,74
054001,12,0,51,74
054001,12,0,51,74
067009,15,0,75,89
067009,15,0,75,89
067009,15,0,75,89
067009,15,0,75,89
067018,15,13,72,75
067018,15,14,72,75
067018,15,13,72,75
067018,15,13,72,75
971013,32,18,61,56
971013,32,28,61,56
971013,32,10,61,56
971013,32,29,61,56
973025,33,37,85,94
973025,33,30,85,94
973025,33,23,85,94
973025,33,13,85,94
059049,9,16,64,78
059049,9,15,64,78
059049,9,15,64,78
059049,9,12,64,78
059044,9,0,50,50
059044,9,0,50,50
059044,9,0,50,50
059044,9,0,50,50
062053,9,0,94,92
062053,9,0,94,92
062053,9,0,94,92
062053,9,0,94,92
062047,9,0,76,71
062047,9,0,76,71
062047,9,0,76,71
062047,9,0,76,71
093061,24,9,55,39
093061,24,13,55,39
093061,24,13,55,39
093061,24,13,55,39
093056,24,14,70,76
093056,24,14,70,76
093056,24,14,70,76
093056,24,16,70,76
093059,24,14,59,75
093059,24,14,59,75
093059,24,12,59,75
093059,24,14,59,75
093062,24,0,99,96
093062,24,0,99,96
093062,24,0,99,96
093062,24,0,99,96
093038,24,13,83,87
093038,24,13,83,87
093038,24,14,83,87
093038,24,14,83,87
094019,24,13,53,78
094019,24,13,53,78
094019,24,13,53,78
094019,24,13,53,78
094020,24,14,51,73
094020,24,12,51,73
094020,24,13,51,73
094020,24,15,51,73
091021,25,0,94,99
091021,25,0,94,99
091021,25,0,94,99
091021,25,0,94,99
091015,25,14,104,79
091015,25,14,104,79
091015,25,13,104,79
091015,25,14,104,79
092001,25,9,77,86
092001,25,9,77,86
092001,25,8,77,86
092001,25,9,77,86
095030,25,12,57,72
095030,25,12,57,72
095030,25,12,57,72
095030,25,12,57,72
078004,25,13,74,85
078004,25,14,74,85
078004,25,14,74,85
078004,25,13,74,85
972004,31,0,61,47
972004,31,0,61,47
972004,31,0,61,47
972004,31,0,61,47
972005,31,38,57,76
972005,31,28,57,76
972005,31,36,57,76
972005,31,35,57,76
061002,70,12,46,36
061002,70,13,46,36
061002,70,13,46,36
061002,70,15,46,36
027009,70,11,50,56
027009,70,11,50,56
027009,70,13,50,56
027009,70,10,50,56
076019,70,12,70,69
076019,70,12,70,69
076019,70,14,70,69
076019,70,12,70,69
076021,70,0,63,58
076021,70,0,63,58
076021,70,0,63,58
076021,70,0,63,58
040005,4,13,74,74
040005,4,13,74,74
040005,4,10,74,74
040005,4,13,74,74
017004,13,11,52,56
017004,13,0,52,56
017004,13,0,52,56
017004,13,0,52,56
017003,13,13,90,90
017003,13,14,90,90
017003,13,12,90,90
017003,13,12,90,90
079003,13,13,63,76
079003,13,22,63,76
079003,13,28,63,76
079003,13,24,63,76
011004,11,0,37,54
011004,11,0,37,54
011004,11,0,37,54
011004,11,0,37,54
011006,11,16,105,122
011006,11,26,105,122
011006,11,22,105,122
011006,11,27,105,122
030004,11,12,77,67
030004,11,12,77,67
030004,11,12,77,67
030004,11,12,77,67
030011,11,22,71,77
030011,11,22,71,77
030011,11,13,71,77
030011,11,13,71,77
034016,11,9,83,84
034016,11,12,83,84
034016,11,13,83,84
034016,11,5,83,84
009003,16,12,95,74
009003,16,13,95,74
009003,16,11,95,74
009003,16,13,95,74
031003,16,17,48,49
031003,16,14,48,49
031003,16,13,48,49
031003,16,9,48,49
013036,2,14,59,70
013036,2,15,59,70
013036,2,14,59,70
013036,2,15,59,70
084017,2,12,114,97
084017,2,16,114,97
084017,2,9,114,97
084017,2,15,114,97
084009,2,14,89,109
084009,2,15,89,109
084009,2,15,89,109
084009,2,16,89,109
007001,8,0,80,74
007001,8,7,80,74
007001,8,12,80,74
007001,8,13,80,74
038010,8,0,47,61
038010,8,0,47,61
038010,8,0,47,61
038010,8,0,47,61
042005,10,13,82,96
042005,10,13,82,96
042005,10,13,82,96
042005,10,13,82,96
069040,10,12,84,81
069040,10,12,84,81
069040,10,13,84,81
069040,10,13,84,81
069042,10,14,58,58
069042,10,12,58,58
069042,10,12,58,58
069042,10,14,58,58
069001,10,13,104,122
069001,10,13,104,122
069001,10,13,104,122
069001,10,13,104,122
025006,3,20,69,65
025006,3,22,69,65
025006,3,22,69,65
025006,3,21,69,65
071007,7,0,68,59
071007,7,0,68,59
071007,7,0,68,59
071007,7,0,68,59
069025,10,19,58,48
069025,10,22,58,48
069025,10,18,58,48
069025,10,21,58,48
069023,10,0,49,44
069023,10,7,49,44
069023,10,0,49,44
069023,10,0,49,44
039002,3,19,88,75
039002,3,13,88,75
039002,3,19,88,75
039002,3,17,88,75
090001,3,13,49,46
090001,3,12,49,46
090001,3,12,49,46
090001,3,12,49,46
035007,14,0,64,58
035007,14,0,64,58
035007,14,0,64,58
035007,14,0,64,58
056002,14,12,55,62
056002,14,0,55,62
056002,14,7,55,62
056002,14,10,55,62
056005,14,12,38,40
056005,14,12,38,40
056005,14,12,38,40
056005,14,12,38,40
037012,18,12,44,53
037012,18,12,44,53
037012,18,11,44,53
037012,18,10,44,53
088003,12,12,83,94
088003,12,13,83,94
088003,12,12,83,94
088003,12,11,83,94
010001,19,8,75,70
010001,19,6,75,70
010001,19,10,75,70
010001,19,9,75,70
051008,19,11,47,63
051008,19,12,47,63
051008,19,12,47,63
051008,19,11,47,63
973006,33,26,111,111
973006,33,39,111,111
973006,33,34,111,111
973006,33,32,111,111
002012,20,19,36,48
002012,20,27,36,48
002012,20,26,36,48
002012,20,21,36,48
060015,20,13,67,60
060015,20,14,67,60
060015,20,13,67,60
060015,20,13,67,60
059056,9,0,35,38
059056,9,0,35,38
059056,9,0,35,38
059056,9,0,35,38
059043,9,0,115,136
059043,9,0,115,136
059043,9,0,115,136
059043,9,0,115,136
059018,9,12,41,42
059018,9,11,41,42
059018,9,13,41,42
059018,9,12,41,42
059029,9,14,44,51
059029,9,11,44,51
059029,9,10,44,51
059029,9,11,44,51
062003,9,6,61,58
062003,9,11,61,58
062003,9,0,61,58
062003,9,11,61,58
094041,24,0,95,110
094041,24,0,95,110
094041,24,0,95,110
094041,24,0,95,110
075018,1,0,58,63
075018,1,0,58,63
075018,1,0,58,63
075018,1,0,58,63
091035,25,0,112,91
091035,25,0,112,91
091035,25,0,112,91
091035,25,0,112,91
091035,25,12,79,76
091035,25,10,79,76
091035,25,11,79,76
091035,25,8,79,76
091031,25,0,107,96
091031,25,0,107,96
091031,25,0,107,96
091031,25,0,107,96
095002,25,12,55,66
095002,25,11,55,66
095002,25,12,55,66
095002,25,13,55,66
095010,25,13,96,85
095010,25,12,96,85
095010,25,12,96,85
095010,25,12,96,85
095010,25,13,112,101
095010,25,12,112,101
095010,25,10,112,101
095010,25,10,112,101
095014,25,13,63,98
095014,25,11,63,98
095014,25,13,63,98
095014,25,13,63,98
095018,25,0,54,62
095018,25,0,54,62
095018,25,0,54,62
095018,25,0,54,62
078004,25,13,55,64
078004,25,13,55,64
078004,25,12,55,64
078004,25,13,55,64
972004,31,32,51,47
972004,31,26,51,47
972004,31,20,51,47
972004,31,12,51,47
027002,70,0,66,67
027002,70,0,66,67
027002,70,0,66,67
027002,70,0,66,67
076003,70,13,48,50
076003,70,10,48,50
076003,70,15,48,50
076003,70,12,48,50
076024,70,12,39,59
076024,70,0,39,59
076024,70,0,39,59
076024,70,10,39,59
076024,70,0,44,47
076024,70,12,44,47
076024,70,12,44,47
076024,70,14,44,47
076026,70,3,44,61
076026,70,0,44,61
076026,70,13,44,61
076026,70,12,44,61
024002,4,13,56,61
024002,4,14,56,61
024002,4,13,56,61
024002,4,10,56,61
024001,4,12,61,66
024001,4,12,61,66
024001,4,14,61,66
024001,4,12,61,66
033015,4,15,73,63
033015,4,16,73,63
033015,4,15,73,63
033015,4,15,73,63
033002,4,0,84,62
033002,4,0,84,62
033002,4,0,84,62
033002,4,0,84,62
087001,22,12,91,96
087001,22,12,91,96
087001,22,12,91,96
087001,22,12,91,96
016004,13,0,76,69
016004,13,0,76,69
016004,13,0,76,69
016004,13,11,76,69
011004,11,27,77,79
011004,11,29,77,79
011004,11,30,77,79
011004,11,29,77,79
011008,11,29,82,89
011008,11,29,82,89
011008,11,29,82,89
011008,11,29,82,89
011008,11,0,77,74
011008,11,0,77,74
011008,11,0,77,74
011008,11,0,77,74
030002,11,0,66,61
030002,11,0,66,61
030002,11,0,66,61
030002,11,0,66,61
030010,11,25,74,72
030010,11,24,74,72
030010,11,24,74,72
030010,11,24,74,72
030004,11,12,44,59
030004,11,12,44,59
030004,11,12,44,59
030004,11,14,44,59
034009,11,14,64,67
034009,11,13,64,67
034009,11,15,64,67
034009,11,13,64,67
031001,16,0,92,91
031001,16,0,92,91
031001,16,0,92,91
031001,16,0,92,91
044010,17,0,50,61
044010,17,0,50,61
044010,17,0,50,61
044010,17,0,50,61
044017,17,0,84,79
044017,17,0,84,79
044017,17,0,84,79
044017,17,0,84,79
044003,17,12,88,71
044003,17,10,88,71
044003,17,12,88,71
044003,17,13,88,71
072006,17,11,64,55
072006,17,7,64,55
072006,17,10,64,55
072006,17,10,64,55
004001,2,0,51,45
004001,2,9,51,45
004001,2,0,51,45
004001,2,0,51,45
013027,2,0,78,78
013027,2,0,78,78
013027,2,0,78,78
013027,2,0,78,78
084021,2,13,78,89
084021,2,13,78,89
084021,2,15,78,89
084021,2,13,78,89
083021,23,0,75,93
083021,23,0,75,93
083021,23,0,75,93
083021,23,0,75,93
001002,10,0,71,68
001002,10,12,71,68
001002,10,9,71,68
001002,10,0,71,68
042019,10,13,76,79
042019,10,13,76,79
042019,10,12,76,79
042019,10,13,76,79
069009,10,13,100,95
069009,10,12,100,95
069009,10,13,100,95
069009,10,13,100,95
069023,10,0,63,58
069023,10,7,63,58
069023,10,0,63,58
069023,10,0,63,58
027009,70,11,60,61
027009,70,11,60,61
027009,70,13,60,61
027009,70,10,60,61
061007,70,12,41,67
061007,70,8,41,67
061007,70,13,41,67
061007,70,6,41,67
061002,70,12,65,43
061002,70,13,65,43
061002,70,13,65,43
061002,70,15,65,43
076027,70,0,64,64
076027,70,0,64,64
076027,70,0,64,64
076027,70,0,64,64
076024,70,12,50,61
076024,70,0,50,61
076024,70,0,50,61
076024,70,10,50,61
087001,22,12,80,90
087001,22,12,80,90
087001,22,12,80,90
087001,22,12,80,90
087008,22,13,70,50
087008,22,12,70,50
087008,22,12,70,50
087008,22,11,70,50
017004,13,11,52,58
017004,13,0,52,58
017004,13,0,52,58
017004,13,0,52,58
011008,11,29,71,95
011008,11,29,71,95
011008,11,29,71,95
011008,11,29,71,95
011008,11,0,92,69
011008,11,0,92,69
011008,11,0,92,69
011008,11,0,92,69
030010,11,11,116,108
030010,11,12,116,108
030010,11,12,116,108
030010,11,12,116,108
030010,11,25,87,72
030010,11,24,87,72
030010,11,24,87,72
030010,11,24,87,72
030004,11,12,57,58
030004,11,12,57,58
030004,11,12,57,58
030004,11,14,57,58
030014,11,12,53,47
030014,11,12,53,47
030014,11,12,53,47
030014,11,12,53,47
012002,16,24,68,80
012002,16,24,68,80
012002,16,23,68,80
012002,16,23,68,80
031003,16,17,62,80
031003,16,14,62,80
031003,16,13,62,80
031003,16,9,62,80
031008,16,18,48,60
031008,16,15,48,60
031008,16,11,48,60
031008,16,16,48,60
044017,17,0,86,90
044017,17,0,86,90
044017,17,0,86,90
044017,17,0,86,90
013036,2,14,60,65
013036,2,15,60,65
013036,2,14,60,65
013036,2,15,60,65
084016,2,10,100,91
084016,2,7,100,91
084016,2,12,100,91
084016,2,5,100,91
006012,23,0,66,74
006012,23,13,66,74
006012,23,12,66,74
006012,23,0,66,74
038009,8,14,72,89
038009,8,0,72,89
038009,8,11,72,89
038009,8,0,72,89
001003,10,12,71,89
001003,10,8,71,89
001003,10,0,71,89
001003,10,0,71,89
069001,10,13,102,113
069001,10,13,102,113
069001,10,13,102,113
069001,10,13,102,113
054001,12,0,60,72
054001,12,0,60,72
054001,12,0,60,72
054001,12,0,60,72
067007,15,0,67,90
067007,15,13,67,90
067007,15,15,67,90
067007,15,1,67,90
067018,15,13,77,79
067018,15,14,77,79
067018,15,13,77,79
067018,15,13,77,79
060012,20,13,60,61
060012,20,13,60,61
060012,20,13,60,61
060012,20,13,60,61
059043,9,0,109,128
059043,9,0,109,128
059043,9,0,109,128
059043,9,0,109,128
059029,9,14,49,59
059029,9,11,49,59
059029,9,10,49,59
059029,9,11,49,59
062047,9,0,46,68
062047,9,0,46,68
062047,9,0,46,68
062047,9,0,46,68
062050,9,12,42,51
062050,9,12,42,51
062050,9,11,42,51
062050,9,13,42,51
093062,24,0,102,99
093062,24,0,102,99
093062,24,0,102,99
093062,24,0,102,99
094002,24,14,76,114
094002,24,0,76,114
094002,24,12,76,114
094002,24,0,76,114
094006,24,0,64,48
094006,24,0,64,48
094006,24,0,64,48
094006,24,0,64,48
091021,25,0,92,97
091021,25,0,92,97
091021,25,0,92,97
091021,25,0,92,97
091035,25,0,117,99
091035,25,0,117,99
091035,25,0,117,99
091035,25,0,117,99
092001,25,12,82,87
092001,25,11,82,87
092001,25,12,82,87
092001,25,12,82,87
095018,25,0,63,62
095018,25,0,63,62
095018,25,0,63,62
095018,25,0,63,62
974007,28,11,113,132
974007,28,12,113,132
974007,28,12,113,132
974007,28,12,113,132
050002,70,12,58,33
050002,70,13,58,33
050002,70,14,58,33
050002,70,14,58,33
061005,70,11,61,52
061005,70,10,61,52
061005,70,12,61,52
061005,70,11,61,52
076013,70,0,66,72
076013,70,0,66,72
076013,70,0,66,72
076013,70,0,66,72
076021,70,0,62,60
076021,70,0,62,60
076021,70,0,62,60
076021,70,0,62,60
076026,70,3,55,57
076026,70,0,55,57
076026,70,13,55,57
076026,70,12,55,57
024004,4,11,47,49
024004,4,12,47,49
024004,4,14,47,49
024004,4,11,47,49
087001,22,12,87,96
087001,22,12,87,96
087001,22,12,87,96
087001,22,12,87,96
017003,13,13,88,101
017003,13,14,88,101
017003,13,12,88,101
017003,13,12,88,101
011004,11,0,112,96
011004,11,0,112,96
011004,11,0,112,96
011004,11,0,112,96
011004,11,27,76,59
011004,11,29,76,59
011004,11,30,76,59
011004,11,29,76,59
011006,11,16,114,125
011006,11,26,114,125
011006,11,22,114,125
011006,11,27,114,125
030002,11,0,79,66
030002,11,0,79,66
030002,11,0,79,66
030002,11,0,79,66
030010,11,0,79,93
030010,11,12,79,93
030010,11,0,79,93
030010,11,0,79,93
034016,11,9,83,92
034016,11,12,83,92
034016,11,13,83,92
034016,11,5,83,92
034009,11,14,42,63
034009,11,13,42,63
034009,11,15,42,63
034009,11,13,42,63
066001,11,12,163,119
066001,11,15,163,119
066001,11,15,163,119
066001,11,13,163,119
009003,16,12,95,67
009003,16,13,95,67
009003,16,11,95,67
009003,16,13,95,67
012002,16,24,102,86
012002,16,24,102,86
012002,16,23,102,86
012002,16,23,102,86
046001,16,10,70,87
046001,16,10,70,87
046001,16,11,70,87
046001,16,11,70,87
072006,17,11,67,79
072006,17,7,67,79
072006,17,10,67,79
072006,17,10,67,79
013006,2,11,139,146
013006,2,8,139,146
013006,2,13,139,146
013006,2,14,139,146
013033,2,13,37,39
013033,2,13,37,39
013033,2,15,37,39
013033,2,14,37,39
084017,2,12,114,98
084017,2,16,114,98
084017,2,9,114,98
084017,2,15,114,98
083019,23,13,126,121
083019,23,12,126,121
083019,23,11,126,121
083019,23,14,126,121
007001,8,0,74,72
007001,8,7,74,72
007001,8,12,74,72
007001,8,13,74,72
038010,8,0,54,57
038010,8,0,54,57
038010,8,0,54,57
038010,8,0,54,57
001007,10,17,88,102
001007,10,13,88,102
001007,10,15,88,102
001007,10,12,88,102
042005,10,13,78,100
042005,10,13,78,100
042005,10,13,78,100
042005,10,13,78,100
089004,7,12,41,48
089004,7,10,41,48
089004,7,12,41,48
089004,7,0,41,48
056003,14,0,52,57
056003,14,0,52,57
056003,14,0,52,57
056003,14,0,52,57
056009,14,0,69,66
056009,14,0,69,66
056009,14,0,69,66
056009,14,0,69,66
036001,18,10,52,55
036001,18,8,52,55
036001,18,12,52,55
036001,18,10,52,55
054004,12,9,47,57
054004,12,11,47,57
054004,12,8,47,57
054004,12,10,47,57
971013,32,18,38,66
971013,32,28,38,66
971013,32,10,38,66
971013,32,29,38,66
973025,33,37,92,77
973025,33,30,92,77
973025,33,23,92,77
973025,33,13,92,77
060015,20,13,65,77
060015,20,14,65,77
060015,20,13,65,77
060015,20,13,65,77
060012,20,13,54,59
060012,20,13,54,59
060012,20,13,54,59
060012,20,13,54,59
059041,9,0,68,79
059041,9,0,68,79
059041,9,0,68,79
059041,9,0,68,79
059079,9,0,19,20
059079,9,0,19,20
059079,9,0,19,20
059079,9,0,19,20
059029,9,14,41,50
059029,9,11,41,50
059029,9,10,41,50
059029,9,11,41,50
062047,9,0,60,75
062047,9,0,60,75
062047,9,0,60,75
062047,9,0,60,75
062003,9,6,48,68
062003,9,11,48,68
062003,9,0,48,68
062003,9,11,48,68
077004,24,13,73,74
077004,24,13,73,74
077004,24,13,73,74
077004,24,13,73,74
077006,24,13,65,92
077006,24,13,65,92
077006,24,13,65,92
077006,24,12,65,92
093017,24,13,70,79
093017,24,14,70,79
093017,24,14,70,79
093017,24,14,70,79
091007,25,0,76,88
091007,25,0,76,88
091007,25,0,76,88
091007,25,0,76,88
092001,25,12,70,78
092001,25,11,70,78
092001,25,12,70,78
092001,25,12,70,78
095010,25,13,86,94
095010,25,12,86,94
095010,25,12,86,94
095010,25,12,86,94
095001,25,20,77,83
095001,25,20,77,83
095001,25,20,77,83
095001,25,20,77,83
095013,25,12,50,53
095013,25,12,50,53
095013,25,15,50,53
095013,25,0,50,53
095030,25,12,65,66
095030,25,12,65,66
095030,25,12,65,66
095030,25,12,65,66
095037,25,16,73,78
095037,25,14,73,78
095037,25,15,73,78
095037,25,17,73,78
974015,28,15,74,70
974015,28,9,74,70
974015,28,13,74,70
974015,28,10,74,70
972007,31,18,34,37
972007,31,17,34,37
972007,31,21,34,37
972007,31,18,34,37
076013,70,0,49,67
076013,70,0,49,67
076013,70,0,49,67
076013,70,0,49,67
076008,70,0,48,37
076008,70,0,48,37
076008,70,0,48,37
076008,70,0,48,37
024002,4,13,50,53
024002,4,14,50,53
024002,4,13,50,53
024002,4,10,50,53
033002,4,0,60,59
033002,4,0,60,59
033002,4,0,60,59
033002,4,0,60,59
016004,13,0,57,66
016004,13,0,57,66
016004,13,0,57,66
016004,13,11,57,66
079003,13,13,87,92
079003,13,22,87,92
079003,13,28,87,92
079003,13,24,87,92
079004,13,14,51,50
079004,13,15,51,50
079004,13,13,51,50
079004,13,14,51,50
011004,11,0,47,48
011004,11,0,47,48
011004,11,0,47,48
011004,11,0,47,48
011008,11,29,90,84
011008,11,29,90,84
011008,11,29,90,84
011008,11,29,90,84
011008,11,0,82,84
011008,11,0,82,84
011008,11,0,82,84
011008,11,0,82,84
030002,11,0,55,78
030002,11,0,55,78
030002,11,0,55,78
030002,11,0,55,78
030010,11,25,88,73
030010,11,24,88,73
030010,11,24,88,73
030010,11,24,88,73
031003,16,17,56,68
031003,16,14,56,68
031003,16,13,56,68
031003,16,9,56,68
031003,16,12,69,51
031003,16,17,69,51
031003,16,15,69,51
031003,16,13,69,51
046001,16,10,78,93
046001,16,10,78,93
046001,16,11,78,93
046001,16,11,78,93
072006,17,11,69,62
072006,17,7,69,62
072006,17,10,69,62
072006,17,10,69,62
084013,2,13,86,100
084013,2,11,86,100
084013,2,11,86,100
084013,2,11,86,100
038014,8,14,52,63
038014,8,14,52,63
038014,8,15,52,63
038014,8,13,52,63
001002,10,0,77,70
001002,10,12,77,70
001002,10,9,77,70
001002,10,0,77,70
090001,3,13,40,44
090001,3,12,40,44
090001,3,12,40,44
090001,3,12,40,44
071007,7,0,66,71
071007,7,0,66,71
071007,7,0,66,71
071007,7,0,66,71
036001,18,10,64,54
036001,18,8,64,54
036001,18,12,64,54
036001,18,10,64,54
037007,18,0,61,42
037007,18,0,61,42
037007,18,0,61,42
037007,18,0,61,42
057013,12,24,86,68
057013,12,25,86,68
057013,12,27,86,68
057013,12,27,86,68
010001,19,8,55,63
010001,19,6,55,63
010001,19,10,55,63
010001,19,9,55,63
051002,19,12,90,95
051002,19,12,90,95
051002,19,11,90,95
051002,19,13,90,95
060014,20,22,92,79
060014,20,13,92,79
060014,20,24,92,79
060014,20,19,92,79
059044,9,0,32,40
059044,9,0,32,40
059044,9,0,32,40
059044,9,0,32,40
059043,9,0,110,113
059043,9,0,110,113
059043,9,0,110,113
059043,9,0,110,113
059029,9,14,46,43
059029,9,11,46,43
059029,9,10,46,43
059029,9,11,46,43
062003,9,6,60,59
062003,9,11,60,59
062003,9,0,60,59
062003,9,11,60,59
077024,24,13,62,57
077024,24,13,62,57
077024,24,13,62,57
077024,24,13,62,57
093056,24,14,86,82
093056,24,14,86,82
093056,24,14,86,82
093056,24,16,86,82
093027,24,0,80,67
093027,24,0,80,67
093027,24,0,80,67
093027,24,0,80,67
092014,1,11,67,49
092014,1,11,67,49
092014,1,12,67,49
092014,1,12,67,49
091035,25,12,89,103
091035,25,10,89,103
091035,25,11,89,103
091035,25,8,89,103
092001,25,12,78,79
092001,25,11,78,79
092001,25,12,78,79
092001,25,12,78,79
095041,25,0,60,49
095041,25,0,60,49
095041,25,0,60,49
095041,25,0,60,49
078004,25,13,77,71
078004,25,13,77,71
078004,25,12,77,71
078004,25,13,77,71
078003,25,11,82,89
078003,25,12,82,89
078003,25,11,82,89
078003,25,11,82,89
972004,31,0,56,58
972004,31,0,56,58
972004,31,0,56,58
972004,31,0,56,58
972007,31,18,34,43
972007,31,17,34,43
972007,31,21,34,43
972007,31,18,34,43
025006,3,20,61,59
025006,3,22,61,59
025006,3,22,61,59
025006,3,21,61,59
035006,14,11,60,53
035006,14,14,60,53
035006,14,12,60,53
035006,14,13,60,53
028004,18,13,76,55
028004,18,12,76,55
028004,18,11,76,55
028004,18,12,76,55
036001,18,10,58,52
036001,18,8,58,52
036001,18,12,58,52
036001,18,10,58,52
045006,18,0,88,73
045006,18,0,88,73
045006,18,0,88,73
045006,18,0,88,73
057017,12,28,51,64
057017,12,23,51,64
057017,12,25,51,64
057017,12,22,51,64
057014,12,12,35,51
057014,12,0,35,51
057014,12,11,35,51
057014,12,12,35,51
057013,12,24,94,90
057013,12,25,94,90
057013,12,27,94,90
057013,12,27,94,90
008004,19,10,29,40
008004,19,0,29,40
008004,19,10,29,40
008004,19,0,29,40
059069,9,0,63,100
059069,9,0,63,100
059069,9,0,63,100
059069,9,0,63,100
059046,9,8,51,67
059046,9,11,51,67
059046,9,12,51,67
059046,9,15,51,67
059026,9,0,38,43
059026,9,0,38,43
059026,9,0,38,43
059026,9,0,38,43
059054,9,0,63,76
059054,9,0,63,76
059054,9,5,63,76
059054,9,0,63,76
062060,9,7,83,78
062060,9,6,83,78
062060,9,7,83,78
062060,9,7,83,78
062064,9,18,88,106
062064,9,18,88,106
062064,9,16,88,106
062064,9,19,88,106
093027,24,0,82,98
093027,24,0,82,98
093027,24,0,82,98
093027,24,0,82,98
094007,24,16,57,61
094007,24,16,57,61
094007,24,16,57,61
094007,24,15,57,61
075005,1,10,47,61
075005,1,10,47,61
075005,1,11,47,61
075005,1,10,47,61
092014,1,11,58,59
092014,1,11,58,59
092014,1,12,58,59
092014,1,12,58,59
091013,25,0,101,124
091013,25,0,101,124
091013,25,0,101,124
091013,25,0,101,124
091007,25,0,62,95
091007,25,0,62,95
091007,25,0,62,95
091007,25,0,62,95
092021,25,12,75,73
092021,25,7,75,73
092021,25,0,75,73
092021,25,0,75,73
095041,25,0,42,55
095041,25,0,42,55
095041,25,0,42,55
095041,25,0,42,55
095019,25,0,60,56
095019,25,0,60,56
095019,25,0,60,56
095019,25,0,60,56
078003,25,11,85,81
078003,25,12,85,81
078003,25,11,85,81
078003,25,11,85,81
974015,28,15,59,76
974015,28,9,59,76
974015,28,13,59,76
974015,28,10,59,76
974007,28,11,97,142
974007,28,12,97,142
974007,28,12,97,142
974007,28,12,97,142
972007,31,17,24,31
972007,31,18,24,31
972007,31,18,24,31
972007,31,17,24,31
972007,31,18,35,58
972007,31,17,35,58
972007,31,21,35,58
972007,31,18,35,58
050001,70,0,48,50
050001,70,11,48,50
050001,70,14,48,50
050001,70,13,48,50
050002,70,12,50,50
050002,70,13,50,50
050002,70,14,50,50
050002,70,14,50,50
061007,70,12,36,68
061007,70,8,36,68
061007,70,13,36,68
061007,70,6,36,68
027005,70,12,81,80
027005,70,13,81,80
027005,70,12,81,80
027005,70,13,81,80
076013,70,0,53,57
076013,70,0,53,57
076013,70,0,53,57
076013,70,0,53,57
024004,4,11,42,51
024004,4,12,42,51
024004,4,14,42,51
024004,4,11,42,51
047006,4,12,82,89
047006,4,12,82,89
047006,4,11,82,89
047006,4,12,82,89
087003,22,12,71,65
087003,22,10,71,65
087003,22,12,71,65
087003,22,10,71,65
087007,22,0,83,100
087007,22,0,83,100
087007,22,0,83,100
087007,22,0,83,100
079004,13,14,57,57
079004,13,15,57,57
079004,13,13,57,57
079004,13,14,57,57
011010,11,22,102,98
